in s,C1 in V
4.3408800E-03,2.53947E+00
4.3409900E-03,2.51994E+00
4.3411000E-03,2.54436E+00
4.3412100E-03,2.52482E+00
4.3413200E-03,2.53459E+00
4.3414300E-03,2.54924E+00
4.3415400E-03,2.52971E+00
4.3416500E-03,2.54436E+00
4.3417600E-03,2.52482E+00
4.3418700E-03,2.50529E+00
4.3419800E-03,2.52482E+00
4.3420900E-03,2.51506E+00
4.3422000E-03,2.53947E+00
4.3423100E-03,2.51994E+00
4.3424200E-03,2.51994E+00
4.3425300E-03,2.52971E+00
4.3426400E-03,2.53947E+00
4.3427500E-03,2.50529E+00
4.3428600E-03,2.52482E+00
4.3429700E-03,2.51506E+00
4.3430800E-03,2.55900E+00
4.3431900E-03,2.53459E+00
4.3433000E-03,2.52971E+00
4.3434100E-03,2.54924E+00
4.3435200E-03,2.54436E+00
4.3436300E-03,2.54924E+00
4.3437400E-03,2.51994E+00
4.3438500E-03,2.52971E+00
4.3439600E-03,2.52971E+00
4.3440700E-03,2.53459E+00
4.3441800E-03,2.51506E+00
4.3442900E-03,2.51018E+00
4.3444000E-03,2.53459E+00
4.3445100E-03,2.52482E+00
4.3446200E-03,2.54436E+00
4.3447300E-03,2.52971E+00
4.3448400E-03,2.54924E+00
4.3449500E-03,2.52971E+00
4.3450600E-03,2.53459E+00
4.3451700E-03,2.53459E+00
4.3452800E-03,2.53947E+00
4.3453900E-03,2.52971E+00
4.3455000E-03,2.52971E+00
4.3456100E-03,2.53459E+00
4.3457200E-03,2.49553E+00
4.3458300E-03,2.54436E+00
4.3459400E-03,2.51994E+00
4.3460500E-03,2.51994E+00
4.3461600E-03,2.53459E+00
4.3462700E-03,2.52482E+00
4.3463800E-03,2.51018E+00
4.3464900E-03,2.51506E+00
4.3466000E-03,2.51994E+00
4.3467100E-03,2.56389E+00
4.3468200E-03,2.50041E+00
4.3469300E-03,2.53459E+00
4.3470400E-03,2.52482E+00
4.3471500E-03,2.50041E+00
4.3472600E-03,2.53947E+00
4.3473700E-03,2.52971E+00
4.3474800E-03,2.51994E+00
4.3475900E-03,2.52971E+00
4.3477000E-03,2.51994E+00
4.3478100E-03,2.51994E+00
4.3479200E-03,2.51506E+00
4.3480300E-03,2.52482E+00
4.3481400E-03,2.52482E+00
4.3482500E-03,2.52971E+00
4.3483600E-03,2.51994E+00
4.3484700E-03,2.52482E+00
4.3485800E-03,2.53459E+00
4.3486900E-03,2.51506E+00
4.3488000E-03,2.53459E+00
4.3489100E-03,2.51018E+00
4.3490200E-03,2.51994E+00
4.3491300E-03,2.51994E+00
4.3492400E-03,2.52971E+00
4.3493500E-03,2.52971E+00
4.3494600E-03,2.53947E+00
4.3495700E-03,2.52482E+00
4.3496800E-03,2.52971E+00
4.3497900E-03,2.53459E+00
4.3499000E-03,2.51506E+00
4.3500100E-03,2.51506E+00
4.3501200E-03,2.53459E+00
4.3502300E-03,2.53947E+00
4.3503400E-03,2.52971E+00
4.3504500E-03,2.53947E+00
4.3505600E-03,2.51994E+00
4.3506700E-03,2.51994E+00
4.3507800E-03,2.51506E+00
4.3508900E-03,2.52971E+00
4.3510000E-03,2.51994E+00
4.3511100E-03,2.51018E+00
4.3512200E-03,2.52482E+00
4.3513300E-03,2.50529E+00
4.3514400E-03,2.54436E+00
4.3515500E-03,2.52971E+00
4.3516600E-03,2.53459E+00
4.3517700E-03,2.49064E+00
4.3518800E-03,2.52971E+00
4.3519900E-03,2.53947E+00
4.3521000E-03,2.51506E+00
4.3522100E-03,2.53947E+00
4.3523200E-03,2.52482E+00
4.3524300E-03,2.53459E+00
4.3525400E-03,2.49064E+00
4.3526500E-03,2.51994E+00
4.3527600E-03,2.52971E+00
4.3528700E-03,2.53459E+00
4.3529800E-03,2.53459E+00
4.3530900E-03,2.52482E+00
4.3532000E-03,2.53459E+00
4.3533100E-03,2.52971E+00
4.3534200E-03,2.52482E+00
4.3535300E-03,2.51994E+00
4.3536400E-03,2.53947E+00
4.3537500E-03,2.51994E+00
4.3538600E-03,2.51506E+00
4.3539700E-03,2.53947E+00
4.3540800E-03,2.53947E+00
4.3541900E-03,2.54436E+00
4.3543000E-03,2.54436E+00
4.3544100E-03,2.52971E+00
4.3545200E-03,2.53459E+00
4.3546300E-03,2.54924E+00
4.3547400E-03,2.51994E+00
4.3548500E-03,2.52971E+00
4.3549600E-03,2.53459E+00
4.3550700E-03,2.51994E+00
4.3551800E-03,2.52482E+00
4.3552900E-03,2.53459E+00
4.3554000E-03,2.51506E+00
4.3555100E-03,2.51018E+00
4.3556200E-03,2.52482E+00
4.3557300E-03,2.52482E+00
4.3558400E-03,2.53459E+00
4.3559500E-03,2.54436E+00
4.3560600E-03,2.52971E+00
4.3561700E-03,2.53947E+00
4.3562800E-03,2.53947E+00
4.3563900E-03,2.51506E+00
4.3565000E-03,2.52971E+00
4.3566100E-03,2.52482E+00
4.3567200E-03,2.51506E+00
4.3568300E-03,2.53947E+00
4.3569400E-03,2.53947E+00
4.3570500E-03,2.53947E+00
4.3571600E-03,2.50041E+00
4.3572700E-03,2.52971E+00
4.3573800E-03,2.51994E+00
4.3574900E-03,2.53947E+00
4.3576000E-03,2.52482E+00
4.3577100E-03,2.52971E+00
4.3578200E-03,2.54436E+00
4.3579300E-03,2.51018E+00
4.3580400E-03,2.52482E+00
4.3581500E-03,2.53947E+00
4.3582600E-03,2.51018E+00
4.3583700E-03,2.50529E+00
4.3584800E-03,2.53947E+00
4.3585900E-03,2.50041E+00
4.3587000E-03,2.52971E+00
4.3588100E-03,2.52971E+00
4.3589200E-03,2.54436E+00
4.3590300E-03,2.53947E+00
4.3591400E-03,2.51994E+00
4.3592500E-03,2.52482E+00
4.3593600E-03,2.54924E+00
4.3594700E-03,2.52971E+00
4.3595800E-03,2.52482E+00
4.3596900E-03,2.53947E+00
4.3598000E-03,2.52971E+00
4.3599100E-03,2.53459E+00
4.3600200E-03,2.51506E+00
4.3601300E-03,2.52482E+00
4.3602400E-03,2.54436E+00
4.3603500E-03,2.53459E+00
4.3604600E-03,2.53459E+00
4.3605700E-03,2.49064E+00
4.3606800E-03,2.53947E+00
4.3607900E-03,2.51506E+00
4.3609000E-03,2.52482E+00
4.3610100E-03,2.51018E+00
4.3611200E-03,2.53459E+00
4.3612300E-03,2.51994E+00
4.3613400E-03,2.53947E+00
4.3614500E-03,2.52482E+00
4.3615600E-03,2.52971E+00
4.3616700E-03,2.52971E+00
4.3617800E-03,2.53459E+00
4.3618900E-03,2.52971E+00
4.3620000E-03,2.53459E+00
4.3621100E-03,2.52971E+00
4.3622200E-03,2.53459E+00
4.3623300E-03,2.53947E+00
4.3624400E-03,2.51018E+00
4.3625500E-03,2.55900E+00
4.3626600E-03,2.54436E+00
4.3627700E-03,2.54436E+00
4.3628800E-03,2.51018E+00
4.3629900E-03,2.54924E+00
4.3631000E-03,2.50529E+00
4.3632100E-03,2.52482E+00
4.3633200E-03,2.51994E+00
4.3634300E-03,2.54436E+00
4.3635400E-03,2.54436E+00
4.3636500E-03,2.52482E+00
4.3637600E-03,2.51018E+00
4.3638700E-03,2.54924E+00
4.3639800E-03,2.52482E+00
4.3640900E-03,2.51994E+00
4.3642000E-03,2.52971E+00
4.3643100E-03,2.51994E+00
4.3644200E-03,2.51994E+00
4.3645300E-03,2.53947E+00
4.3646400E-03,2.53459E+00
4.3647500E-03,2.52971E+00
4.3648600E-03,2.52971E+00
4.3649700E-03,2.50529E+00
4.3650800E-03,2.53459E+00
4.3651900E-03,2.51994E+00
4.3653000E-03,2.51506E+00
4.3654100E-03,2.51506E+00
4.3655200E-03,2.51018E+00
4.3656300E-03,2.51994E+00
4.3657400E-03,2.53459E+00
4.3658500E-03,2.53459E+00
4.3659600E-03,2.52482E+00
4.3660700E-03,2.53947E+00
4.3661800E-03,2.51506E+00
4.3662900E-03,2.53459E+00
4.3664000E-03,2.51994E+00
4.3665100E-03,2.53947E+00
4.3666200E-03,2.54436E+00
4.3667300E-03,2.54436E+00
4.3668400E-03,2.53459E+00
4.3669500E-03,2.51994E+00
4.3670600E-03,2.54924E+00
4.3671700E-03,2.52971E+00
4.3672800E-03,2.50529E+00
4.3673900E-03,2.53459E+00
4.3675000E-03,2.55412E+00
4.3676100E-03,2.54436E+00
4.3677200E-03,2.53459E+00
4.3678300E-03,2.51506E+00
4.3679400E-03,2.53947E+00
4.3680500E-03,2.55900E+00
4.3681600E-03,2.52971E+00
4.3682700E-03,2.53947E+00
4.3683800E-03,2.55900E+00
4.3684900E-03,2.51018E+00
4.3686000E-03,2.53459E+00
4.3687100E-03,2.52971E+00
4.3688200E-03,2.53459E+00
4.3689300E-03,2.51506E+00
4.3690400E-03,2.52971E+00
4.3691500E-03,2.49064E+00
4.3692600E-03,2.51018E+00
4.3693700E-03,2.52971E+00
4.3694800E-03,2.50529E+00
4.3695900E-03,2.52482E+00
4.3697000E-03,2.54436E+00
4.3698100E-03,2.51994E+00
4.3699200E-03,2.52482E+00
4.3700300E-03,2.54924E+00
4.3701400E-03,2.53459E+00
4.3702500E-03,2.51018E+00
4.3703600E-03,2.54436E+00
4.3704700E-03,2.54924E+00
4.3705800E-03,2.52971E+00
4.3706900E-03,2.52482E+00
4.3708000E-03,2.48576E+00
4.3709100E-03,2.52971E+00
4.3710200E-03,2.51506E+00
4.3711300E-03,2.52971E+00
4.3712400E-03,2.54436E+00
4.3713500E-03,2.53947E+00
4.3714600E-03,2.53459E+00
4.3715700E-03,2.53459E+00
4.3716800E-03,2.53947E+00
4.3717900E-03,2.52971E+00
4.3719000E-03,2.52971E+00
4.3720100E-03,2.52971E+00
4.3721200E-03,2.52482E+00
4.3722300E-03,2.52971E+00
4.3723400E-03,2.52482E+00
4.3724500E-03,2.53459E+00
4.3725600E-03,2.53459E+00
4.3726700E-03,2.52971E+00
4.3727800E-03,2.51506E+00
4.3728900E-03,2.51018E+00
4.3730000E-03,2.52971E+00
4.3731100E-03,2.53459E+00
4.3732200E-03,2.52971E+00
4.3733300E-03,2.52482E+00
4.3734400E-03,2.53947E+00
4.3735500E-03,2.52971E+00
4.3736600E-03,2.51018E+00
4.3737700E-03,2.52482E+00
4.3738800E-03,2.53459E+00
4.3739900E-03,2.52482E+00
4.3741000E-03,2.53459E+00
4.3742100E-03,2.54436E+00
4.3743200E-03,2.52971E+00
4.3744300E-03,2.54924E+00
4.3745400E-03,2.51018E+00
4.3746500E-03,2.53459E+00
4.3747600E-03,2.54924E+00
4.3748700E-03,2.52482E+00
4.3749800E-03,2.50529E+00
4.3750900E-03,2.54436E+00
4.3752000E-03,2.52482E+00
4.3753100E-03,2.53947E+00
4.3754200E-03,2.53947E+00
4.3755300E-03,2.54436E+00
4.3756400E-03,2.52971E+00
4.3757500E-03,2.51994E+00
4.3758600E-03,2.53947E+00
4.3759700E-03,2.52971E+00
4.3760800E-03,2.51506E+00
4.3761900E-03,2.52482E+00
4.3763000E-03,2.52482E+00
4.3764100E-03,2.53947E+00
4.3765200E-03,2.54924E+00
4.3766300E-03,2.52971E+00
4.3767400E-03,2.52482E+00
4.3768500E-03,2.54924E+00
4.3769600E-03,2.51994E+00
4.3770700E-03,2.53947E+00
4.3771800E-03,2.51018E+00
4.3772900E-03,2.54924E+00
4.3774000E-03,2.54436E+00
4.3775100E-03,2.51018E+00
4.3776200E-03,2.51994E+00
4.3777300E-03,2.50529E+00
4.3778400E-03,2.52482E+00
4.3779500E-03,2.50529E+00
4.3780600E-03,2.52971E+00
4.3781700E-03,2.52971E+00
4.3782800E-03,2.52971E+00
4.3783900E-03,2.52971E+00
4.3785000E-03,2.51994E+00
4.3786100E-03,2.52971E+00
4.3787200E-03,2.52482E+00
4.3788300E-03,2.52971E+00
4.3789400E-03,2.53459E+00
4.3790500E-03,2.52971E+00
4.3791600E-03,2.54436E+00
4.3792700E-03,2.52482E+00
4.3793800E-03,2.53459E+00
4.3794900E-03,2.51506E+00
4.3796000E-03,2.52482E+00
4.3797100E-03,2.52971E+00
4.3798200E-03,2.52971E+00
4.3799300E-03,2.52482E+00
4.3800400E-03,2.52971E+00
4.3801500E-03,2.50041E+00
4.3802600E-03,2.53459E+00
4.3803700E-03,2.52971E+00
4.3804800E-03,2.50529E+00
4.3805900E-03,2.51994E+00
4.3807000E-03,2.52482E+00
4.3808100E-03,2.51506E+00
4.3809200E-03,2.51506E+00
4.3810300E-03,2.54924E+00
4.3811400E-03,2.56389E+00
4.3812500E-03,2.53459E+00
4.3813600E-03,2.51018E+00
4.3814700E-03,2.51994E+00
4.3815800E-03,2.52482E+00
4.3816900E-03,2.52482E+00
4.3818000E-03,2.52482E+00
4.3819100E-03,2.51994E+00
4.3820200E-03,2.51994E+00
4.3821300E-03,2.51994E+00
4.3822400E-03,2.56389E+00
4.3823500E-03,2.51018E+00
4.3824600E-03,2.52971E+00
4.3825700E-03,2.52971E+00
4.3826800E-03,2.53459E+00
4.3827900E-03,2.53459E+00
4.3829000E-03,2.54924E+00
4.3830100E-03,2.53459E+00
4.3831200E-03,2.52971E+00
4.3832300E-03,2.52971E+00
4.3833400E-03,2.54436E+00
4.3834500E-03,2.55412E+00
4.3835600E-03,2.53459E+00
4.3836700E-03,2.54436E+00
4.3837800E-03,2.52971E+00
4.3838900E-03,2.51506E+00
4.3840000E-03,2.53459E+00
4.3841100E-03,2.52971E+00
4.3842200E-03,2.52482E+00
4.3843300E-03,2.53459E+00
4.3844400E-03,2.51994E+00
4.3845500E-03,2.54436E+00
4.3846600E-03,2.53459E+00
4.3847700E-03,2.52482E+00
4.3848800E-03,2.52482E+00
4.3849900E-03,2.53459E+00
4.3851000E-03,2.54436E+00
4.3852100E-03,2.52971E+00
4.3853200E-03,2.51506E+00
4.3854300E-03,2.54436E+00
4.3855400E-03,2.52482E+00
4.3856500E-03,2.54924E+00
4.3857600E-03,2.52482E+00
4.3858700E-03,2.52482E+00
4.3859800E-03,2.52482E+00
4.3860900E-03,2.52971E+00
4.3862000E-03,2.55412E+00
4.3863100E-03,2.53947E+00
4.3864200E-03,2.52971E+00
4.3865300E-03,2.52971E+00
4.3866400E-03,2.51018E+00
4.3867500E-03,2.53459E+00
4.3868600E-03,2.52482E+00
4.3869700E-03,2.50529E+00
4.3870800E-03,2.51994E+00
4.3871900E-03,2.53947E+00
4.3873000E-03,2.54436E+00
4.3874100E-03,2.54924E+00
4.3875200E-03,2.54436E+00
4.3876300E-03,2.53947E+00
4.3877400E-03,2.53947E+00
4.3878500E-03,2.52971E+00
4.3879600E-03,2.52971E+00
4.3880700E-03,2.53459E+00
4.3881800E-03,2.53947E+00
4.3882900E-03,2.51994E+00
4.3884000E-03,2.55412E+00
4.3885100E-03,2.53459E+00
4.3886200E-03,2.54436E+00
4.3887300E-03,2.52482E+00
4.3888400E-03,2.52482E+00
4.3889500E-03,2.54924E+00
4.3890600E-03,2.53459E+00
4.3891700E-03,2.52482E+00
4.3892800E-03,2.53459E+00
4.3893900E-03,2.51994E+00
4.3895000E-03,2.51994E+00
4.3896100E-03,2.53947E+00
4.3897200E-03,2.53947E+00
4.3898300E-03,2.51994E+00
4.3899400E-03,2.53459E+00
4.3900500E-03,2.51994E+00
4.3901600E-03,2.51018E+00
4.3902700E-03,2.52971E+00
4.3903800E-03,2.52482E+00
4.3904900E-03,2.53459E+00
4.3906000E-03,2.52482E+00
4.3907100E-03,2.53459E+00
4.3908200E-03,2.52971E+00
4.3909300E-03,2.54924E+00
4.3910400E-03,2.51506E+00
4.3911500E-03,2.53459E+00
4.3912600E-03,2.54924E+00
4.3913700E-03,2.53947E+00
4.3914800E-03,2.54436E+00
4.3915900E-03,2.56389E+00
4.3917000E-03,2.53459E+00
4.3918100E-03,2.54436E+00
4.3919200E-03,2.54924E+00
4.3920300E-03,2.51994E+00
4.3921400E-03,2.53459E+00
4.3922500E-03,2.51506E+00
4.3923600E-03,2.52971E+00
4.3924700E-03,2.52482E+00
4.3925800E-03,2.50529E+00
4.3926900E-03,2.51018E+00
4.3928000E-03,2.53459E+00
4.3929100E-03,2.52482E+00
4.3930200E-03,2.54436E+00
4.3931300E-03,2.52971E+00
4.3932400E-03,2.52482E+00
4.3933500E-03,2.54436E+00
4.3934600E-03,2.53947E+00
4.3935700E-03,2.53947E+00
4.3936800E-03,2.54436E+00
4.3937900E-03,2.52482E+00
4.3939000E-03,2.54436E+00
4.3940100E-03,2.53459E+00
4.3941200E-03,2.51018E+00
4.3942300E-03,2.53947E+00
4.3943400E-03,2.54924E+00
4.3944500E-03,2.54436E+00
4.3945600E-03,2.51994E+00
4.3946700E-03,2.52482E+00
4.3947800E-03,2.51506E+00
4.3948900E-03,2.52482E+00
4.3950000E-03,2.52482E+00
4.3951100E-03,2.53947E+00
4.3952200E-03,2.54924E+00
4.3953300E-03,2.53947E+00
4.3954400E-03,2.51994E+00
4.3955500E-03,2.53947E+00
4.3956600E-03,2.51018E+00
4.3957700E-03,2.54924E+00
4.3958800E-03,2.56877E+00
4.3959900E-03,2.52482E+00
4.3961000E-03,2.51994E+00
4.3962100E-03,2.53459E+00
4.3963200E-03,2.53947E+00
4.3964300E-03,2.54436E+00
4.3965400E-03,2.52971E+00
4.3966500E-03,2.52971E+00
4.3967600E-03,2.51506E+00
4.3968700E-03,2.53947E+00
4.3969800E-03,2.55900E+00
4.3970900E-03,2.51994E+00
4.3972000E-03,2.52482E+00
4.3973100E-03,2.55412E+00
4.3974200E-03,2.54924E+00
4.3975300E-03,2.51994E+00
4.3976400E-03,2.51994E+00
4.3977500E-03,2.52482E+00
4.3978600E-03,2.55412E+00
4.3979700E-03,2.54436E+00
4.3980800E-03,2.51994E+00
4.3981900E-03,2.53947E+00
4.3983000E-03,2.52971E+00
4.3984100E-03,2.51506E+00
4.3985200E-03,2.52971E+00
4.3986300E-03,2.51994E+00
4.3987400E-03,2.53459E+00
4.3988500E-03,2.52971E+00
4.3989600E-03,2.52482E+00
4.3990700E-03,2.51506E+00
4.3991800E-03,2.52482E+00
4.3992900E-03,2.54436E+00
4.3994000E-03,2.52971E+00
4.3995100E-03,2.52482E+00
4.3996200E-03,2.52971E+00
4.3997300E-03,2.51994E+00
4.3998400E-03,2.53459E+00
4.3999500E-03,2.52482E+00
4.4000600E-03,2.54924E+00
4.4001700E-03,2.53947E+00
4.4002800E-03,2.54924E+00
4.4003900E-03,2.51506E+00
4.4005000E-03,2.52971E+00
4.4006100E-03,2.52971E+00
4.4007200E-03,2.53947E+00
4.4008300E-03,2.51994E+00
4.4009400E-03,2.53459E+00
4.4010500E-03,2.55412E+00
4.4011600E-03,2.54436E+00
4.4012700E-03,2.54924E+00
4.4013800E-03,2.54436E+00
4.4014900E-03,2.51994E+00
4.4016000E-03,2.51018E+00
4.4017100E-03,2.50041E+00
4.4018200E-03,2.54436E+00
4.4019300E-03,2.52971E+00
4.4020400E-03,2.55900E+00
4.4021500E-03,2.52482E+00
4.4022600E-03,2.51994E+00
4.4023700E-03,2.51994E+00
4.4024800E-03,2.54924E+00
4.4025900E-03,2.53459E+00
4.4027000E-03,2.53459E+00
4.4028100E-03,2.52482E+00
4.4029200E-03,2.53459E+00
4.4030300E-03,2.51994E+00
4.4031400E-03,2.54436E+00
4.4032500E-03,2.55412E+00
4.4033600E-03,2.52971E+00
4.4034700E-03,2.52971E+00
4.4035800E-03,2.53459E+00
4.4036900E-03,2.52482E+00
4.4038000E-03,2.54436E+00
4.4039100E-03,2.53947E+00
4.4040200E-03,2.53947E+00
4.4041300E-03,2.51994E+00
4.4042400E-03,2.52482E+00
4.4043500E-03,2.52482E+00
4.4044600E-03,2.52971E+00
4.4045700E-03,2.51994E+00
4.4046800E-03,2.52482E+00
4.4047900E-03,2.53459E+00
4.4049000E-03,2.53947E+00
4.4050100E-03,2.54924E+00
4.4051200E-03,2.52482E+00
4.4052300E-03,2.53947E+00
4.4053400E-03,2.52971E+00
4.4054500E-03,2.52482E+00
4.4055600E-03,2.53947E+00
4.4056700E-03,2.54924E+00
4.4057800E-03,2.51994E+00
4.4058900E-03,2.52971E+00
4.4060000E-03,2.53459E+00
4.4061100E-03,2.52482E+00
4.4062200E-03,2.51994E+00
4.4063300E-03,2.52482E+00
4.4064400E-03,2.52971E+00
4.4065500E-03,2.53459E+00
4.4066600E-03,2.52971E+00
4.4067700E-03,2.52482E+00
4.4068800E-03,2.52482E+00
4.4069900E-03,2.52482E+00
4.4071000E-03,2.53947E+00
4.4072100E-03,2.55412E+00
4.4073200E-03,2.55900E+00
4.4074300E-03,2.53459E+00
4.4075400E-03,2.53459E+00
4.4076500E-03,2.53947E+00
4.4077600E-03,2.53947E+00
4.4078700E-03,2.52482E+00
4.4079800E-03,2.52482E+00
4.4080900E-03,2.51018E+00
4.4082000E-03,2.53947E+00
4.4083100E-03,2.54924E+00
4.4084200E-03,2.55412E+00
4.4085300E-03,2.52971E+00
4.4086400E-03,2.50529E+00
4.4087500E-03,2.53947E+00
4.4088600E-03,2.53459E+00
4.4089700E-03,2.52482E+00
4.4090800E-03,2.53459E+00
4.4091900E-03,2.53459E+00
4.4093000E-03,2.54924E+00
4.4094100E-03,2.51018E+00
4.4095200E-03,2.52482E+00
4.4096300E-03,2.53947E+00
4.4097400E-03,2.52971E+00
4.4098500E-03,2.52482E+00
4.4099600E-03,2.52971E+00
4.4100700E-03,2.54436E+00
4.4101800E-03,2.53947E+00
4.4102900E-03,2.54436E+00
4.4104000E-03,2.53947E+00
4.4105100E-03,2.52971E+00
4.4106200E-03,2.56389E+00
4.4107300E-03,2.53459E+00
4.4108400E-03,2.53459E+00
4.4109500E-03,2.52482E+00
4.4110600E-03,2.53459E+00
4.4111700E-03,2.53947E+00
4.4112800E-03,2.51994E+00
4.4113900E-03,2.54924E+00
4.4115000E-03,2.51994E+00
4.4116100E-03,2.52482E+00
4.4117200E-03,2.54436E+00
4.4118300E-03,2.53459E+00
4.4119400E-03,2.51506E+00
4.4120500E-03,2.53459E+00
4.4121600E-03,2.53459E+00
4.4122700E-03,2.52971E+00
4.4123800E-03,2.56877E+00
4.4124900E-03,2.52482E+00
4.4126000E-03,2.55900E+00
4.4127100E-03,2.54436E+00
4.4128200E-03,2.54924E+00
4.4129300E-03,2.52971E+00
4.4130400E-03,2.51018E+00
4.4131500E-03,2.54924E+00
4.4132600E-03,2.55900E+00
4.4133700E-03,2.52971E+00
4.4134800E-03,2.53947E+00
4.4135900E-03,2.52482E+00
4.4137000E-03,2.54924E+00
4.4138100E-03,2.52482E+00
4.4139200E-03,2.53947E+00
4.4140300E-03,2.53947E+00
4.4141400E-03,2.50529E+00
4.4142500E-03,2.52971E+00
4.4143600E-03,2.53459E+00
4.4144700E-03,2.51506E+00
4.4145800E-03,2.53459E+00
4.4146900E-03,2.53459E+00
4.4148000E-03,2.53459E+00
4.4149100E-03,2.54924E+00
4.4150200E-03,2.53947E+00
4.4151300E-03,2.55412E+00
4.4152400E-03,2.54924E+00
4.4153500E-03,2.54436E+00
4.4154600E-03,2.54924E+00
4.4155700E-03,2.52482E+00
4.4156800E-03,2.53947E+00
4.4157900E-03,2.53459E+00
4.4159000E-03,2.54436E+00
4.4160100E-03,2.56877E+00
4.4161200E-03,2.54924E+00
4.4162300E-03,2.54924E+00
4.4163400E-03,2.52482E+00
4.4164500E-03,2.53459E+00
4.4165600E-03,2.52971E+00
4.4166700E-03,2.52971E+00
4.4167800E-03,2.53947E+00
4.4168900E-03,2.54436E+00
4.4170000E-03,2.52971E+00
4.4171100E-03,2.54924E+00
4.4172200E-03,2.52971E+00
4.4173300E-03,2.54436E+00
4.4174400E-03,2.56389E+00
4.4175500E-03,2.52971E+00
4.4176600E-03,2.51994E+00
4.4177700E-03,2.54436E+00
4.4178800E-03,2.54436E+00
4.4179900E-03,2.51994E+00
4.4181000E-03,2.53459E+00
4.4182100E-03,2.53459E+00
4.4183200E-03,2.53947E+00
4.4184300E-03,2.51994E+00
4.4185400E-03,2.53947E+00
4.4186500E-03,2.54924E+00
4.4187600E-03,2.53459E+00
4.4188700E-03,2.52971E+00
4.4189800E-03,2.55412E+00
4.4190900E-03,2.53459E+00
4.4192000E-03,2.53459E+00
4.4193100E-03,2.55412E+00
4.4194200E-03,2.52482E+00
4.4195300E-03,2.54436E+00
4.4196400E-03,2.56877E+00
4.4197500E-03,2.54924E+00
4.4198600E-03,2.55900E+00
4.4199700E-03,2.52482E+00
4.4200800E-03,2.54924E+00
4.4201900E-03,2.54436E+00
4.4203000E-03,2.53459E+00
4.4204100E-03,2.53947E+00
4.4205200E-03,2.54436E+00
4.4206300E-03,2.52971E+00
4.4207400E-03,2.54436E+00
4.4208500E-03,2.53459E+00
4.4209600E-03,2.53459E+00
4.4210700E-03,2.56389E+00
4.4211800E-03,2.55900E+00
4.4212900E-03,2.54924E+00
4.4214000E-03,2.54924E+00
4.4215100E-03,2.51994E+00
4.4216200E-03,2.54924E+00
4.4217300E-03,2.54924E+00
4.4218400E-03,2.52482E+00
4.4219500E-03,2.52482E+00
4.4220600E-03,2.54924E+00
4.4221700E-03,2.54436E+00
4.4222800E-03,2.53459E+00
4.4223900E-03,2.51994E+00
4.4225000E-03,2.54924E+00
4.4226100E-03,2.53459E+00
4.4227200E-03,2.53459E+00
4.4228300E-03,2.53947E+00
4.4229400E-03,2.53947E+00
4.4230500E-03,2.53459E+00
4.4231600E-03,2.52971E+00
4.4232700E-03,2.54924E+00
4.4233800E-03,2.55412E+00
4.4234900E-03,2.55412E+00
4.4236000E-03,2.52971E+00
4.4237100E-03,2.53947E+00
4.4238200E-03,2.52482E+00
4.4239300E-03,2.53947E+00
4.4240400E-03,2.52971E+00
4.4241500E-03,2.54924E+00
4.4242600E-03,2.53459E+00
4.4243700E-03,2.52482E+00
4.4244800E-03,2.53459E+00
4.4245900E-03,2.56877E+00
4.4247000E-03,2.52482E+00
4.4248100E-03,2.52971E+00
4.4249200E-03,2.51506E+00
4.4250300E-03,2.52482E+00
4.4251400E-03,2.54924E+00
4.4252500E-03,2.51018E+00
4.4253600E-03,2.54924E+00
4.4254700E-03,2.51018E+00
4.4255800E-03,2.51994E+00
4.4256900E-03,2.53459E+00
4.4258000E-03,2.52482E+00
4.4259100E-03,2.54436E+00
4.4260200E-03,2.52482E+00
4.4261300E-03,2.51994E+00
4.4262400E-03,2.53947E+00
4.4263500E-03,2.54436E+00
4.4264600E-03,2.52971E+00
4.4265700E-03,2.51018E+00
4.4266800E-03,2.51018E+00
4.4267900E-03,2.52971E+00
4.4269000E-03,2.56877E+00
4.4270100E-03,2.53459E+00
4.4271200E-03,2.52482E+00
4.4272300E-03,2.52971E+00
4.4273400E-03,2.51994E+00
4.4274500E-03,2.53947E+00
4.4275600E-03,2.52482E+00
4.4276700E-03,2.52971E+00
4.4277800E-03,2.52971E+00
4.4278900E-03,2.51018E+00
4.4280000E-03,2.53459E+00
4.4281100E-03,2.52971E+00
4.4282200E-03,2.53459E+00
4.4283300E-03,2.53947E+00
4.4284400E-03,2.52482E+00
4.4285500E-03,2.50041E+00
4.4286600E-03,2.55412E+00
4.4287700E-03,2.53459E+00
4.4288800E-03,2.56389E+00
4.4289900E-03,2.52971E+00
4.4291000E-03,2.53947E+00
4.4292100E-03,2.54436E+00
4.4293200E-03,2.54924E+00
4.4294300E-03,2.52971E+00
4.4295400E-03,2.53459E+00
4.4296500E-03,2.52482E+00
4.4297600E-03,2.53947E+00
4.4298700E-03,2.53947E+00
4.4299800E-03,2.53947E+00
4.4300900E-03,2.53947E+00
4.4302000E-03,2.54436E+00
4.4303100E-03,2.53947E+00
4.4304200E-03,2.53459E+00
4.4305300E-03,2.51994E+00
4.4306400E-03,2.52971E+00
4.4307500E-03,2.51994E+00
4.4308600E-03,2.52482E+00
4.4309700E-03,2.52971E+00
4.4310800E-03,2.53459E+00
4.4311900E-03,2.54436E+00
4.4313000E-03,2.54436E+00
