in s,C1 in V
2.0061300E-03,2.17326E+00
2.0062400E-03,2.16838E+00
2.0063500E-03,2.20744E+00
2.0064600E-03,2.18303E+00
2.0065700E-03,2.19279E+00
2.0066800E-03,2.20256E+00
2.0067900E-03,2.18791E+00
2.0069000E-03,2.18303E+00
2.0070100E-03,2.17814E+00
2.0071200E-03,2.17814E+00
2.0072300E-03,2.17326E+00
2.0073400E-03,2.18303E+00
2.0074500E-03,2.20744E+00
2.0075600E-03,2.17814E+00
2.0076700E-03,2.19279E+00
2.0077800E-03,2.18791E+00
2.0078900E-03,2.19279E+00
2.0080000E-03,2.18791E+00
2.0081100E-03,2.20744E+00
2.0082200E-03,2.16838E+00
2.0083300E-03,2.18791E+00
2.0084400E-03,2.18791E+00
2.0085500E-03,2.19768E+00
2.0086600E-03,2.20256E+00
2.0087700E-03,2.19279E+00
2.0088800E-03,2.20744E+00
2.0089900E-03,2.17326E+00
2.0091000E-03,2.18791E+00
2.0092100E-03,2.19279E+00
2.0093200E-03,2.18791E+00
2.0094300E-03,2.20256E+00
2.0095400E-03,2.18791E+00
2.0096500E-03,2.18303E+00
2.0097600E-03,2.19279E+00
2.0098700E-03,2.17814E+00
2.0099800E-03,2.17326E+00
2.0100900E-03,2.17326E+00
2.0102000E-03,2.21232E+00
2.0103100E-03,2.20744E+00
2.0104200E-03,2.17326E+00
2.0105300E-03,2.18303E+00
2.0106400E-03,2.15861E+00
2.0107500E-03,2.17814E+00
2.0108600E-03,2.17326E+00
2.0109700E-03,2.19279E+00
2.0110800E-03,2.18791E+00
2.0111900E-03,2.19768E+00
2.0113000E-03,2.20744E+00
2.0114100E-03,2.17814E+00
2.0115200E-03,2.17814E+00
2.0116300E-03,2.20256E+00
2.0117400E-03,2.18303E+00
2.0118500E-03,2.18303E+00
2.0119600E-03,2.21721E+00
2.0120700E-03,2.16350E+00
2.0121800E-03,2.16838E+00
2.0122900E-03,2.20256E+00
2.0124000E-03,2.20744E+00
2.0125100E-03,2.19768E+00
2.0126200E-03,2.17326E+00
2.0127300E-03,2.16838E+00
2.0128400E-03,2.15861E+00
2.0129500E-03,2.19279E+00
2.0130600E-03,2.19279E+00
2.0131700E-03,2.21232E+00
2.0132800E-03,2.18303E+00
2.0133900E-03,2.19279E+00
2.0135000E-03,2.17814E+00
2.0136100E-03,2.19768E+00
2.0137200E-03,2.20744E+00
2.0138300E-03,2.17814E+00
2.0139400E-03,2.17814E+00
2.0140500E-03,2.18303E+00
2.0141600E-03,2.19279E+00
2.0142700E-03,2.21232E+00
2.0143800E-03,2.18791E+00
2.0144900E-03,2.19279E+00
2.0146000E-03,2.18303E+00
2.0147100E-03,2.19768E+00
2.0148200E-03,2.17814E+00
2.0149300E-03,2.18303E+00
2.0150400E-03,2.14885E+00
2.0151500E-03,2.18791E+00
2.0152600E-03,2.19768E+00
2.0153700E-03,2.17326E+00
2.0154800E-03,2.17326E+00
2.0155900E-03,2.18791E+00
2.0157000E-03,2.19768E+00
2.0158100E-03,2.17814E+00
2.0159200E-03,2.19768E+00
2.0160300E-03,2.20744E+00
2.0161400E-03,2.18791E+00
2.0162500E-03,2.17326E+00
2.0163600E-03,2.17326E+00
2.0164700E-03,2.17326E+00
2.0165800E-03,2.19279E+00
2.0166900E-03,2.20256E+00
2.0168000E-03,2.18303E+00
2.0169100E-03,2.16838E+00
2.0170200E-03,2.18303E+00
2.0171300E-03,2.18791E+00
2.0172400E-03,2.20256E+00
2.0173500E-03,2.17814E+00
2.0174600E-03,2.18791E+00
2.0175700E-03,2.19279E+00
2.0176800E-03,2.18303E+00
2.0177900E-03,2.19279E+00
2.0179000E-03,2.19279E+00
2.0180100E-03,2.18791E+00
2.0181200E-03,2.20256E+00
2.0182300E-03,2.18791E+00
2.0183400E-03,2.20256E+00
2.0184500E-03,2.18791E+00
2.0185600E-03,2.19279E+00
2.0186700E-03,2.20256E+00
2.0187800E-03,2.20256E+00
2.0188900E-03,2.15861E+00
2.0190000E-03,2.17814E+00
2.0191100E-03,2.18303E+00
2.0192200E-03,2.19768E+00
2.0193300E-03,2.17814E+00
2.0194400E-03,2.21232E+00
2.0195500E-03,2.18791E+00
2.0196600E-03,2.20256E+00
2.0197700E-03,2.17814E+00
2.0198800E-03,2.19768E+00
2.0199900E-03,2.16350E+00
2.0201000E-03,2.20744E+00
2.0202100E-03,2.18303E+00
2.0203200E-03,2.18303E+00
2.0204300E-03,2.19279E+00
2.0205400E-03,2.18791E+00
2.0206500E-03,2.17814E+00
2.0207600E-03,2.18791E+00
2.0208700E-03,2.20744E+00
2.0209800E-03,2.18791E+00
2.0210900E-03,2.19768E+00
2.0212000E-03,2.20256E+00
2.0213100E-03,2.17326E+00
2.0214200E-03,2.18303E+00
2.0215300E-03,2.20744E+00
2.0216400E-03,2.18303E+00
2.0217500E-03,2.20744E+00
2.0218600E-03,2.17814E+00
2.0219700E-03,2.18791E+00
2.0220800E-03,2.18791E+00
2.0221900E-03,2.17814E+00
2.0223000E-03,2.18303E+00
2.0224100E-03,2.19768E+00
2.0225200E-03,2.18791E+00
2.0226300E-03,2.19768E+00
2.0227400E-03,2.18303E+00
2.0228500E-03,2.16838E+00
2.0229600E-03,2.18791E+00
2.0230700E-03,2.18303E+00
2.0231800E-03,2.20256E+00
2.0232900E-03,2.19279E+00
2.0234000E-03,2.19768E+00
2.0235100E-03,2.18303E+00
2.0236200E-03,2.19768E+00
2.0237300E-03,2.19768E+00
2.0238400E-03,2.19768E+00
2.0239500E-03,2.20256E+00
2.0240600E-03,2.17814E+00
2.0241700E-03,2.17814E+00
2.0242800E-03,2.18791E+00
2.0243900E-03,2.20256E+00
2.0245000E-03,2.18303E+00
2.0246100E-03,2.20256E+00
2.0247200E-03,2.20744E+00
2.0248300E-03,2.18791E+00
2.0249400E-03,2.20256E+00
2.0250500E-03,2.18791E+00
2.0251600E-03,2.19768E+00
2.0252700E-03,2.19768E+00
2.0253800E-03,2.19768E+00
2.0254900E-03,2.17326E+00
2.0256000E-03,2.17326E+00
2.0257100E-03,2.19768E+00
2.0258200E-03,2.17326E+00
2.0259300E-03,2.15373E+00
2.0260400E-03,2.18303E+00
2.0261500E-03,2.18303E+00
2.0262600E-03,2.19279E+00
2.0263700E-03,2.18791E+00
2.0264800E-03,2.18791E+00
2.0265900E-03,2.17326E+00
2.0267000E-03,2.18791E+00
2.0268100E-03,2.19279E+00
2.0269200E-03,2.18303E+00
2.0270300E-03,2.20744E+00
2.0271400E-03,2.20744E+00
2.0272500E-03,2.16838E+00
2.0273600E-03,2.19768E+00
2.0274700E-03,2.18791E+00
2.0275800E-03,2.18791E+00
2.0276900E-03,2.19279E+00
2.0278000E-03,2.18791E+00
2.0279100E-03,2.20256E+00
2.0280200E-03,2.18303E+00
2.0281300E-03,2.19768E+00
2.0282400E-03,2.17326E+00
2.0283500E-03,2.17326E+00
2.0284600E-03,2.20744E+00
2.0285700E-03,2.17814E+00
2.0286800E-03,2.18303E+00
2.0287900E-03,2.17814E+00
2.0289000E-03,2.19768E+00
2.0290100E-03,2.20256E+00
2.0291200E-03,2.17814E+00
2.0292300E-03,2.20256E+00
2.0293400E-03,2.18791E+00
2.0294500E-03,2.20256E+00
2.0295600E-03,2.17814E+00
2.0296700E-03,2.17814E+00
2.0297800E-03,2.18791E+00
2.0298900E-03,2.19768E+00
2.0300000E-03,2.15861E+00
2.0301100E-03,2.20256E+00
2.0302200E-03,2.17814E+00
2.0303300E-03,2.17326E+00
2.0304400E-03,2.18791E+00
2.0305500E-03,2.20256E+00
2.0306600E-03,2.19768E+00
2.0307700E-03,2.17814E+00
2.0308800E-03,2.18791E+00
2.0309900E-03,2.18791E+00
2.0311000E-03,2.18791E+00
2.0312100E-03,2.19279E+00
2.0313200E-03,2.19768E+00
2.0314300E-03,2.18303E+00
2.0315400E-03,2.18303E+00
2.0316500E-03,2.19279E+00
2.0317600E-03,2.18791E+00
2.0318700E-03,2.20256E+00
2.0319800E-03,2.18303E+00
2.0320900E-03,2.19279E+00
2.0322000E-03,2.19279E+00
2.0323100E-03,2.21232E+00
2.0324200E-03,2.18791E+00
2.0325300E-03,2.18303E+00
2.0326400E-03,2.19279E+00
2.0327500E-03,2.18791E+00
2.0328600E-03,2.20256E+00
2.0329700E-03,2.18791E+00
2.0330800E-03,2.19768E+00
2.0331900E-03,2.19768E+00
2.0333000E-03,2.18303E+00
2.0334100E-03,2.20256E+00
2.0335200E-03,2.20256E+00
2.0336300E-03,2.18791E+00
2.0337400E-03,2.20256E+00
2.0338500E-03,2.20256E+00
2.0339600E-03,2.17326E+00
2.0340700E-03,2.18303E+00
2.0341800E-03,2.20256E+00
2.0342900E-03,2.18303E+00
2.0344000E-03,2.17814E+00
2.0345100E-03,2.19768E+00
2.0346200E-03,2.16838E+00
2.0347300E-03,2.19768E+00
2.0348400E-03,2.19768E+00
2.0349500E-03,2.21232E+00
2.0350600E-03,2.18303E+00
2.0351700E-03,2.19279E+00
2.0352800E-03,2.21721E+00
2.0353900E-03,2.19279E+00
2.0355000E-03,2.21721E+00
2.0356100E-03,2.20744E+00
2.0357200E-03,2.19279E+00
2.0358300E-03,2.19279E+00
2.0359400E-03,2.20256E+00
2.0360500E-03,2.18791E+00
2.0361600E-03,2.18303E+00
2.0362700E-03,2.18791E+00
2.0363800E-03,2.18791E+00
2.0364900E-03,2.19768E+00
2.0366000E-03,2.19279E+00
2.0367100E-03,2.19279E+00
2.0368200E-03,2.19768E+00
2.0369300E-03,2.17814E+00
2.0370400E-03,2.18791E+00
2.0371500E-03,2.17814E+00
2.0372600E-03,2.19768E+00
2.0373700E-03,2.17326E+00
2.0374800E-03,2.20256E+00
2.0375900E-03,2.17326E+00
2.0377000E-03,2.19279E+00
2.0378100E-03,2.19768E+00
2.0379200E-03,2.18791E+00
2.0380300E-03,2.18303E+00
2.0381400E-03,2.20256E+00
2.0382500E-03,2.18791E+00
2.0383600E-03,2.18791E+00
2.0384700E-03,2.18791E+00
2.0385800E-03,2.19279E+00
2.0386900E-03,2.21232E+00
2.0388000E-03,2.18791E+00
2.0389100E-03,2.18791E+00
2.0390200E-03,2.21721E+00
2.0391300E-03,2.19768E+00
2.0392400E-03,2.18303E+00
2.0393500E-03,2.21232E+00
2.0394600E-03,2.19768E+00
2.0395700E-03,2.18303E+00
2.0396800E-03,2.19279E+00
2.0397900E-03,2.18791E+00
2.0399000E-03,2.19768E+00
2.0400100E-03,2.20744E+00
2.0401200E-03,2.18791E+00
2.0402300E-03,2.19279E+00
2.0403400E-03,2.18791E+00
2.0404500E-03,2.18303E+00
2.0405600E-03,2.18791E+00
2.0406700E-03,2.21232E+00
2.0407800E-03,2.19279E+00
2.0408900E-03,2.18791E+00
2.0410000E-03,2.20744E+00
2.0411100E-03,2.18791E+00
2.0412200E-03,2.21721E+00
2.0413300E-03,2.21232E+00
2.0414400E-03,2.20256E+00
2.0415500E-03,2.17326E+00
2.0416600E-03,2.18791E+00
2.0417700E-03,2.21232E+00
2.0418800E-03,2.21721E+00
2.0419900E-03,2.19768E+00
2.0421000E-03,2.18303E+00
2.0422100E-03,2.18791E+00
2.0423200E-03,2.18303E+00
2.0424300E-03,2.20256E+00
2.0425400E-03,2.18303E+00
2.0426500E-03,2.19279E+00
2.0427600E-03,2.20256E+00
2.0428700E-03,2.20744E+00
2.0429800E-03,2.19279E+00
2.0430900E-03,2.19768E+00
2.0432000E-03,2.19279E+00
2.0433100E-03,2.21232E+00
2.0434200E-03,2.20744E+00
2.0435300E-03,2.18791E+00
2.0436400E-03,2.19279E+00
2.0437500E-03,2.20744E+00
2.0438600E-03,2.18791E+00
2.0439700E-03,2.20256E+00
2.0440800E-03,2.19768E+00
2.0441900E-03,2.17814E+00
2.0443000E-03,2.19768E+00
2.0444100E-03,2.20744E+00
2.0445200E-03,2.18791E+00
2.0446300E-03,2.20744E+00
2.0447400E-03,2.19279E+00
2.0448500E-03,2.19279E+00
2.0449600E-03,2.18791E+00
2.0450700E-03,2.18791E+00
2.0451800E-03,2.19768E+00
2.0452900E-03,2.20256E+00
2.0454000E-03,2.19279E+00
2.0455100E-03,2.17326E+00
2.0456200E-03,2.21721E+00
2.0457300E-03,2.20256E+00
2.0458400E-03,2.18791E+00
2.0459500E-03,2.18791E+00
2.0460600E-03,2.19279E+00
2.0461700E-03,2.19279E+00
2.0462800E-03,2.21232E+00
2.0463900E-03,2.19279E+00
2.0465000E-03,2.19768E+00
2.0466100E-03,2.17814E+00
2.0467200E-03,2.18303E+00
2.0468300E-03,2.19768E+00
2.0469400E-03,2.19768E+00
2.0470500E-03,2.16838E+00
2.0471600E-03,2.18791E+00
2.0472700E-03,2.19768E+00
2.0473800E-03,2.19279E+00
2.0474900E-03,2.17326E+00
2.0476000E-03,2.19768E+00
2.0477100E-03,2.20744E+00
2.0478200E-03,2.18791E+00
2.0479300E-03,2.19279E+00
2.0480400E-03,2.19768E+00
2.0481500E-03,2.18791E+00
2.0482600E-03,2.21232E+00
2.0483700E-03,2.18303E+00
2.0484800E-03,2.20256E+00
2.0485900E-03,2.16838E+00
2.0487000E-03,2.19768E+00
2.0488100E-03,2.19768E+00
2.0489200E-03,2.19768E+00
2.0490300E-03,2.19768E+00
2.0491400E-03,2.19768E+00
2.0492500E-03,2.17814E+00
2.0493600E-03,2.18791E+00
2.0494700E-03,2.18791E+00
2.0495800E-03,2.21232E+00
2.0496900E-03,2.19279E+00
2.0498000E-03,2.19768E+00
2.0499100E-03,2.21721E+00
2.0500200E-03,2.19768E+00
2.0501300E-03,2.18791E+00
2.0502400E-03,2.18791E+00
2.0503500E-03,2.20256E+00
2.0504600E-03,2.19768E+00
2.0505700E-03,2.20256E+00
2.0506800E-03,2.18791E+00
2.0507900E-03,2.18303E+00
2.0509000E-03,2.20744E+00
2.0510100E-03,2.18791E+00
2.0511200E-03,2.20744E+00
2.0512300E-03,2.20256E+00
2.0513400E-03,2.19768E+00
2.0514500E-03,2.20256E+00
2.0515600E-03,2.19768E+00
2.0516700E-03,2.20744E+00
2.0517800E-03,2.22209E+00
2.0518900E-03,2.18791E+00
2.0520000E-03,2.19279E+00
2.0521100E-03,2.18791E+00
2.0522200E-03,2.20744E+00
2.0523300E-03,2.16838E+00
2.0524400E-03,2.16838E+00
2.0525500E-03,2.19768E+00
2.0526600E-03,2.17814E+00
2.0527700E-03,2.18791E+00
2.0528800E-03,2.20256E+00
2.0529900E-03,2.22209E+00
2.0531000E-03,2.17814E+00
2.0532100E-03,2.19279E+00
2.0533200E-03,2.21232E+00
2.0534300E-03,2.19279E+00
2.0535400E-03,2.20256E+00
2.0536500E-03,2.21232E+00
2.0537600E-03,2.18791E+00
2.0538700E-03,2.18303E+00
2.0539800E-03,2.20256E+00
2.0540900E-03,2.19279E+00
2.0542000E-03,2.18303E+00
2.0543100E-03,2.18303E+00
2.0544200E-03,2.18303E+00
2.0545300E-03,2.21721E+00
2.0546400E-03,2.18791E+00
2.0547500E-03,2.20256E+00
2.0548600E-03,2.18791E+00
2.0549700E-03,2.19279E+00
2.0550800E-03,2.20256E+00
2.0551900E-03,2.17814E+00
2.0553000E-03,2.19768E+00
2.0554100E-03,2.18303E+00
2.0555200E-03,2.18791E+00
2.0556300E-03,2.18303E+00
2.0557400E-03,2.19279E+00
2.0558500E-03,2.19768E+00
2.0559600E-03,2.21232E+00
2.0560700E-03,2.20256E+00
2.0561800E-03,2.19768E+00
2.0562900E-03,2.18791E+00
2.0564000E-03,2.18791E+00
2.0565100E-03,2.19768E+00
2.0566200E-03,2.20256E+00
2.0567300E-03,2.19279E+00
2.0568400E-03,2.20744E+00
2.0569500E-03,2.20744E+00
2.0570600E-03,2.21232E+00
2.0571700E-03,2.20256E+00
2.0572800E-03,2.17814E+00
2.0573900E-03,2.21232E+00
2.0575000E-03,2.20256E+00
2.0576100E-03,2.19768E+00
2.0577200E-03,2.18303E+00
2.0578300E-03,2.19768E+00
2.0579400E-03,2.19768E+00
2.0580500E-03,2.19279E+00
2.0581600E-03,2.22209E+00
2.0582700E-03,2.19768E+00
2.0583800E-03,2.19279E+00
2.0584900E-03,2.19279E+00
2.0586000E-03,2.21721E+00
2.0587100E-03,2.20744E+00
2.0588200E-03,2.20744E+00
2.0589300E-03,2.18791E+00
2.0590400E-03,2.19279E+00
2.0591500E-03,2.19768E+00
2.0592600E-03,2.21232E+00
2.0593700E-03,2.19768E+00
2.0594800E-03,2.21232E+00
2.0595900E-03,2.20256E+00
2.0597000E-03,2.19279E+00
2.0598100E-03,2.20744E+00
2.0599200E-03,2.19768E+00
2.0600300E-03,2.19279E+00
2.0601400E-03,2.20744E+00
2.0602500E-03,2.18791E+00
2.0603600E-03,2.18791E+00
2.0604700E-03,2.21721E+00
2.0605800E-03,2.21232E+00
2.0606900E-03,2.19279E+00
2.0608000E-03,2.19768E+00
2.0609100E-03,2.18791E+00
2.0610200E-03,2.20744E+00
2.0611300E-03,2.19279E+00
2.0612400E-03,2.21232E+00
2.0613500E-03,2.19768E+00
2.0614600E-03,2.18303E+00
2.0615700E-03,2.19279E+00
2.0616800E-03,2.18791E+00
2.0617900E-03,2.21232E+00
2.0619000E-03,2.18303E+00
2.0620100E-03,2.17814E+00
2.0621200E-03,2.21232E+00
2.0622300E-03,2.17814E+00
2.0623400E-03,2.19768E+00
2.0624500E-03,2.19279E+00
2.0625600E-03,2.19279E+00
2.0626700E-03,2.18791E+00
2.0627800E-03,2.18303E+00
2.0628900E-03,2.18303E+00
2.0630000E-03,2.20744E+00
2.0631100E-03,2.19279E+00
2.0632200E-03,2.21721E+00
2.0633300E-03,2.18303E+00
2.0634400E-03,2.19279E+00
2.0635500E-03,2.18791E+00
2.0636600E-03,2.19279E+00
2.0637700E-03,2.16838E+00
2.0638800E-03,2.20744E+00
2.0639900E-03,2.17814E+00
2.0641000E-03,2.19768E+00
2.0642100E-03,2.18303E+00
2.0643200E-03,2.19279E+00
2.0644300E-03,2.19279E+00
2.0645400E-03,2.19279E+00
2.0646500E-03,2.17814E+00
2.0647600E-03,2.19279E+00
2.0648700E-03,2.19279E+00
2.0649800E-03,2.22697E+00
2.0650900E-03,2.16350E+00
2.0652000E-03,2.18791E+00
2.0653100E-03,2.21232E+00
2.0654200E-03,2.18791E+00
2.0655300E-03,2.17814E+00
2.0656400E-03,2.19279E+00
2.0657500E-03,2.20744E+00
2.0658600E-03,2.18791E+00
2.0659700E-03,2.19768E+00
2.0660800E-03,2.21232E+00
2.0661900E-03,2.22209E+00
2.0663000E-03,2.20256E+00
2.0664100E-03,2.19279E+00
2.0665200E-03,2.20744E+00
2.0666300E-03,2.16838E+00
2.0667400E-03,2.20256E+00
2.0668500E-03,2.21721E+00
2.0669600E-03,2.20744E+00
2.0670700E-03,2.19279E+00
2.0671800E-03,2.18303E+00
2.0672900E-03,2.19279E+00
2.0674000E-03,2.18303E+00
2.0675100E-03,2.17814E+00
2.0676200E-03,2.20256E+00
2.0677300E-03,2.17326E+00
2.0678400E-03,2.19279E+00
2.0679500E-03,2.20744E+00
2.0680600E-03,2.20744E+00
2.0681700E-03,2.20256E+00
2.0682800E-03,2.20744E+00
2.0683900E-03,2.19279E+00
2.0685000E-03,2.18791E+00
2.0686100E-03,2.19279E+00
2.0687200E-03,2.20744E+00
2.0688300E-03,2.18303E+00
2.0689400E-03,2.18791E+00
2.0690500E-03,2.19279E+00
2.0691600E-03,2.19768E+00
2.0692700E-03,2.18303E+00
2.0693800E-03,2.19768E+00
2.0694900E-03,2.18303E+00
2.0696000E-03,2.19768E+00
2.0697100E-03,2.20256E+00
2.0698200E-03,2.20744E+00
2.0699300E-03,2.18791E+00
2.0700400E-03,2.17814E+00
2.0701500E-03,2.22209E+00
2.0702600E-03,2.21232E+00
2.0703700E-03,2.18791E+00
2.0704800E-03,2.18791E+00
2.0705900E-03,2.20744E+00
2.0707000E-03,2.17814E+00
2.0708100E-03,2.19768E+00
2.0709200E-03,2.18791E+00
2.0710300E-03,2.20744E+00
2.0711400E-03,2.21721E+00
2.0712500E-03,2.19279E+00
2.0713600E-03,2.18791E+00
2.0714700E-03,2.21232E+00
2.0715800E-03,2.18303E+00
2.0716900E-03,2.19279E+00
2.0718000E-03,2.21721E+00
2.0719100E-03,2.20256E+00
2.0720200E-03,2.19279E+00
2.0721300E-03,2.19768E+00
2.0722400E-03,2.19279E+00
2.0723500E-03,2.18791E+00
2.0724600E-03,2.19768E+00
2.0725700E-03,2.17814E+00
2.0726800E-03,2.21232E+00
2.0727900E-03,2.20744E+00
2.0729000E-03,2.19768E+00
2.0730100E-03,2.21232E+00
2.0731200E-03,2.18791E+00
2.0732300E-03,2.20256E+00
2.0733400E-03,2.19768E+00
2.0734500E-03,2.20256E+00
2.0735600E-03,2.19768E+00
2.0736700E-03,2.19768E+00
2.0737800E-03,2.20256E+00
2.0738900E-03,2.19279E+00
2.0740000E-03,2.19768E+00
2.0741100E-03,2.17814E+00
2.0742200E-03,2.21232E+00
2.0743300E-03,2.20256E+00
2.0744400E-03,2.18303E+00
2.0745500E-03,2.22209E+00
2.0746600E-03,2.21232E+00
2.0747700E-03,2.19768E+00
2.0748800E-03,2.20744E+00
2.0749900E-03,2.18303E+00
2.0751000E-03,2.18791E+00
2.0752100E-03,2.20744E+00
2.0753200E-03,2.21721E+00
2.0754300E-03,2.18791E+00
2.0755400E-03,2.20744E+00
2.0756500E-03,2.21232E+00
2.0757600E-03,2.20256E+00
2.0758700E-03,2.16838E+00
2.0759800E-03,2.20744E+00
2.0760900E-03,2.22209E+00
2.0762000E-03,2.16350E+00
2.0763100E-03,2.19279E+00
2.0764200E-03,2.20256E+00
2.0765300E-03,2.19279E+00
2.0766400E-03,2.19768E+00
2.0767500E-03,2.20256E+00
2.0768600E-03,2.19279E+00
2.0769700E-03,2.22697E+00
2.0770800E-03,2.21232E+00
2.0771900E-03,2.20744E+00
2.0773000E-03,2.19768E+00
2.0774100E-03,2.18791E+00
2.0775200E-03,2.21721E+00
2.0776300E-03,2.16838E+00
2.0777400E-03,2.20256E+00
2.0778500E-03,2.19279E+00
2.0779600E-03,2.18791E+00
2.0780700E-03,2.19768E+00
2.0781800E-03,2.19768E+00
2.0782900E-03,2.18303E+00
2.0784000E-03,2.20744E+00
2.0785100E-03,2.20256E+00
2.0786200E-03,2.17814E+00
2.0787300E-03,2.18303E+00
2.0788400E-03,2.19768E+00
2.0789500E-03,2.17814E+00
2.0790600E-03,2.18791E+00
2.0791700E-03,2.18303E+00
2.0792800E-03,2.20256E+00
2.0793900E-03,2.21721E+00
2.0795000E-03,2.18303E+00
2.0796100E-03,2.21721E+00
2.0797200E-03,2.20256E+00
2.0798300E-03,2.19768E+00
2.0799400E-03,2.19768E+00
2.0800500E-03,2.20744E+00
2.0801600E-03,2.19768E+00
2.0802700E-03,2.20256E+00
2.0803800E-03,2.17814E+00
2.0804900E-03,2.18791E+00
2.0806000E-03,2.19279E+00
2.0807100E-03,2.21721E+00
2.0808200E-03,2.18303E+00
2.0809300E-03,2.20256E+00
2.0810400E-03,2.19768E+00
2.0811500E-03,2.20744E+00
2.0812600E-03,2.21721E+00
2.0813700E-03,2.21721E+00
2.0814800E-03,2.18303E+00
2.0815900E-03,2.17814E+00
2.0817000E-03,2.18791E+00
2.0818100E-03,2.19768E+00
2.0819200E-03,2.17814E+00
2.0820300E-03,2.21232E+00
2.0821400E-03,2.19768E+00
2.0822500E-03,2.21721E+00
2.0823600E-03,2.18791E+00
2.0824700E-03,2.19768E+00
2.0825800E-03,2.19768E+00
2.0826900E-03,2.18303E+00
2.0828000E-03,2.20256E+00
2.0829100E-03,2.20744E+00
2.0830200E-03,2.18791E+00
2.0831300E-03,2.21232E+00
2.0832400E-03,2.18791E+00
2.0833500E-03,2.22209E+00
2.0834600E-03,2.22697E+00
2.0835700E-03,2.18791E+00
2.0836800E-03,2.20256E+00
2.0837900E-03,2.22209E+00
2.0839000E-03,2.18791E+00
2.0840100E-03,2.19768E+00
2.0841200E-03,2.20256E+00
2.0842300E-03,2.19279E+00
2.0843400E-03,2.20256E+00
2.0844500E-03,2.20256E+00
2.0845600E-03,2.20744E+00
2.0846700E-03,2.20744E+00
2.0847800E-03,2.21232E+00
2.0848900E-03,2.17814E+00
2.0850000E-03,2.21232E+00
2.0851100E-03,2.19768E+00
2.0852200E-03,2.19768E+00
2.0853300E-03,2.18791E+00
2.0854400E-03,2.20744E+00
2.0855500E-03,2.20256E+00
2.0856600E-03,2.21721E+00
2.0857700E-03,2.19279E+00
2.0858800E-03,2.20256E+00
2.0859900E-03,2.20256E+00
2.0861000E-03,2.19768E+00
2.0862100E-03,2.21232E+00
2.0863200E-03,2.20744E+00
2.0864300E-03,2.18303E+00
2.0865400E-03,2.21232E+00
2.0866500E-03,2.20256E+00
2.0867600E-03,2.20744E+00
2.0868700E-03,2.20256E+00
2.0869800E-03,2.18791E+00
2.0870900E-03,2.20256E+00
2.0872000E-03,2.21721E+00
2.0873100E-03,2.20744E+00
2.0874200E-03,2.22697E+00
2.0875300E-03,2.19768E+00
2.0876400E-03,2.19279E+00
2.0877500E-03,2.19768E+00
2.0878600E-03,2.21721E+00
2.0879700E-03,2.20256E+00
2.0880800E-03,2.20256E+00
2.0881900E-03,2.20744E+00
2.0883000E-03,2.18791E+00
2.0884100E-03,2.18303E+00
2.0885200E-03,2.21721E+00
2.0886300E-03,2.19768E+00
2.0887400E-03,2.22209E+00
2.0888500E-03,2.20256E+00
2.0889600E-03,2.20744E+00
2.0890700E-03,2.21232E+00
2.0891800E-03,2.23186E+00
2.0892900E-03,2.19279E+00
2.0894000E-03,2.19768E+00
2.0895100E-03,2.19279E+00
2.0896200E-03,2.19768E+00
2.0897300E-03,2.19768E+00
2.0898400E-03,2.20744E+00
2.0899500E-03,2.19279E+00
2.0900600E-03,2.18303E+00
2.0901700E-03,2.20744E+00
2.0902800E-03,2.20744E+00
2.0903900E-03,2.19768E+00
2.0905000E-03,2.21721E+00
2.0906100E-03,2.17326E+00
2.0907200E-03,2.19279E+00
2.0908300E-03,2.19768E+00
2.0909400E-03,2.20256E+00
2.0910500E-03,2.20256E+00
2.0911600E-03,2.20744E+00
2.0912700E-03,2.19768E+00
2.0913800E-03,2.19768E+00
2.0914900E-03,2.18791E+00
2.0916000E-03,2.20744E+00
2.0917100E-03,2.18303E+00
2.0918200E-03,2.20256E+00
2.0919300E-03,2.17326E+00
2.0920400E-03,2.18791E+00
2.0921500E-03,2.19768E+00
2.0922600E-03,2.19279E+00
2.0923700E-03,2.20256E+00
2.0924800E-03,2.19768E+00
2.0925900E-03,2.18791E+00
2.0927000E-03,2.20256E+00
2.0928100E-03,2.20744E+00
2.0929200E-03,2.20256E+00
2.0930300E-03,2.18791E+00
2.0931400E-03,2.19768E+00
2.0932500E-03,2.21232E+00
2.0933600E-03,2.21232E+00
2.0934700E-03,2.20744E+00
2.0935800E-03,2.20256E+00
2.0936900E-03,2.18791E+00
2.0938000E-03,2.20256E+00
2.0939100E-03,2.22209E+00
2.0940200E-03,2.19768E+00
2.0941300E-03,2.21232E+00
2.0942400E-03,2.20256E+00
2.0943500E-03,2.19279E+00
2.0944600E-03,2.21232E+00
2.0945700E-03,2.17814E+00
2.0946800E-03,2.17814E+00
2.0947900E-03,2.18303E+00
2.0949000E-03,2.20744E+00
2.0950100E-03,2.17814E+00
2.0951200E-03,2.20256E+00
2.0952300E-03,2.21232E+00
2.0953400E-03,2.18303E+00
2.0954500E-03,2.19279E+00
2.0955600E-03,2.22209E+00
2.0956700E-03,2.17814E+00
2.0957800E-03,2.20744E+00
2.0958900E-03,2.19279E+00
2.0960000E-03,2.18303E+00
2.0961100E-03,2.19768E+00
2.0962200E-03,2.18791E+00
2.0963300E-03,2.19279E+00
2.0964400E-03,2.21232E+00
2.0965500E-03,2.18791E+00
